33001	57.2167	11.5667	8043	0.0	1	0.0000	3.9844	1.2260	0.6682	NaN	NaN	NaN	1596
33001	57.2167	11.5667	8043	0.0	2	0.0000	2.6367	1.0524	0.5333	NaN	NaN	NaN	437
33001	57.2167	11.5667	8043	0.0	3	0.0000	15.0000	NaN	NaN	NaN	NaN	NaN	0
33001	57.2167	11.5667	8043	0.0	4	0.0000	1.6992	0.6110	0.3189	NaN	NaN	NaN	1264
33001	57.2167	11.5667	8043	0.0	5	0.0000	2.3438	0.6344	0.3872	NaN	NaN	NaN	3154
33001	57.2167	11.5667	8043	0.0	6	0.0000	2.7539	0.7586	0.4226	NaN	NaN	NaN	4488
33001	57.2167	11.5667	8043	0.0	7	0.0000	2.4023	0.6137	0.3706	NaN	NaN	NaN	4857
33001	57.2167	11.5667	8043	0.0	8	0.0000	3.5742	0.6963	0.4181	NaN	NaN	NaN	4811
33001	57.2167	11.5667	8043	0.0	9	0.0000	3.0469	0.9206	0.4997	NaN	NaN	NaN	3183
33001	57.2167	11.5667	8043	0.0	10	0.0000	2.7539	0.8945	0.4883	NaN	NaN	NaN	3492
33001	57.2167	11.5667	8043	0.0	11	0.0000	4.1016	1.0751	0.5707	NaN	NaN	NaN	2913
33001	57.2167	11.5667	8043	0.0	12	0.0000	3.3398	1.0298	0.5514	NaN	NaN	NaN	2167
33002	58.9333	19.1667	8043	0.0	1	0.0000	4.4991	1.4671	0.8351	NaN	NaN	NaN	1562
33002	58.9333	19.1667	8043	0.0	2	0.0000	3.3813	1.1168	0.5882	NaN	NaN	NaN	1625
33002	58.9333	19.1667	8043	0.0	3	0.0000	3.9475	1.0724	0.5506	NaN	NaN	NaN	1653
33002	58.9333	19.1667	8043	0.0	4	0.0000	2.8000	0.6253	0.4132	NaN	NaN	NaN	1703
33002	58.9333	19.1667	8043	0.0	5	0.0000	2.8711	0.6207	0.3836	NaN	NaN	NaN	4441
33002	58.9333	19.1667	8043	0.0	6	0.0000	2.7596	0.6480	0.4051	NaN	NaN	NaN	6481
33002	58.9333	19.1667	8043	0.0	7	0.0000	3.1641	0.7125	0.4360	NaN	NaN	NaN	6748
33002	58.9333	19.1667	8043	0.0	8	0.0000	3.8617	0.8140	0.4897	NaN	NaN	NaN	6522
33002	58.9333	19.1667	8043	0.0	9	0.0000	4.2027	1.0166	0.5804	NaN	NaN	NaN	6276
33002	58.9333	19.1667	8043	0.0	10	0.0000	4.7400	1.2953	0.7535	NaN	NaN	NaN	6420
33002	58.9333	19.1667	8043	0.0	11	0.0000	5.6600	1.2858	0.7736	NaN	NaN	NaN	3792
33002	58.9333	19.1667	8043	0.0	12	0.0000	5.0436	1.4449	0.7371	NaN	NaN	NaN	1883
33003	60.9000	18.6167	8043	0.0	1	0.0000	5.2740	1.1990	0.7127	NaN	NaN	NaN	3652
33003	60.9000	18.6167	8043	0.0	2	0.0000	4.4160	1.0054	0.6278	NaN	NaN	NaN	2226
33003	60.9000	18.6167	8043	0.0	3	0.0000	3.5333	0.9152	0.5672	NaN	NaN	NaN	2443
33003	60.9000	18.6167	8043	0.0	4	0.0000	3.5333	0.6240	0.4889	NaN	NaN	NaN	2407
33003	60.9000	18.6167	8043	0.0	5	0.0000	2.7134	0.5222	0.3832	NaN	NaN	NaN	4201
33003	60.9000	18.6167	8043	0.0	6	0.0000	2.8198	0.5260	0.4024	NaN	NaN	NaN	6578
33003	60.9000	18.6167	8043	0.0	7	0.0000	3.2805	0.6480	0.4551	NaN	NaN	NaN	6187
33003	60.9000	18.6167	8043	0.0	8	0.0000	3.2805	0.6680	0.4479	NaN	NaN	NaN	7638
33003	60.9000	18.6167	8043	0.0	9	0.0000	4.4960	0.8563	0.5944	NaN	NaN	NaN	7292
33003	60.9000	18.6167	8043	0.0	10	0.0000	5.2453	1.0288	0.6277	NaN	NaN	NaN	7611
33003	60.9000	18.6167	8043	0.0	11	0.0000	6.2000	1.1759	0.7546	NaN	NaN	NaN	6902
33003	60.9000	18.6167	8043	0.0	12	0.0000	4.2600	1.1938	0.6326	NaN	NaN	NaN	6296
33004	55.9167	18.7833	8043	0.0	1	0.0000	6.2406	1.7729	0.9963	NaN	NaN	NaN	3005
33004	55.9167	18.7833	8043	0.0	2	0.0000	7.1568	1.5590	0.9444	NaN	NaN	NaN	2549
33004	55.9167	18.7833	8043	0.0	3	0.0000	5.2453	1.2073	0.7378	NaN	NaN	NaN	3586
33004	55.9167	18.7833	8043	0.0	4	0.0000	4.2391	0.7953	0.6510	NaN	NaN	NaN	3206
33004	55.9167	18.7833	8043	0.0	5	0.0000	3.5333	0.7458	0.5150	NaN	NaN	NaN	3053
33004	55.9167	18.7833	8043	0.0	6	0.0000	5.2453	0.7985	0.6219	NaN	NaN	NaN	2879
33004	55.9167	18.7833	8043	0.0	7	0.0000	3.9435	0.8513	0.6288	NaN	NaN	NaN	2712
33004	55.9167	18.7833	8043	0.0	8	0.0000	3.5333	0.9264	0.5932	NaN	NaN	NaN	1911
33004	55.9167	18.7833	8043	0.0	9	0.0000	5.8238	1.4471	0.8853	NaN	NaN	NaN	2466
33004	55.9167	18.7833	8043	0.0	10	0.0000	7.8900	1.7518	1.1477	NaN	NaN	NaN	2212
33004	55.9167	18.7833	8043	0.0	11	0.0000	5.4322	1.8616	0.9476	NaN	NaN	NaN	2124
33004	55.9167	18.7833	8043	0.0	12	0.0000	5.2453	1.5549	0.9381	NaN	NaN	NaN	2586
33005	58.4833	10.9333	8043	0.0	1	0.0000	15.0000	NaN	NaN	NaN	NaN	NaN	0
33005	58.4833	10.9333	8043	0.0	2	0.0000	0.6200	0.5425	0.0557	NaN	NaN	NaN	8
33005	58.4833	10.9333	8043	0.0	3	0.0000	3.9300	1.1891	0.8527	NaN	NaN	NaN	742
33005	58.4833	10.9333	8043	0.0	4	0.0000	3.3400	1.0270	0.7314	NaN	NaN	NaN	419
33005	58.4833	10.9333	8043	0.0	5	0.0000	15.0000	NaN	NaN	NaN	NaN	NaN	0
33005	58.4833	10.9333	8043	0.0	6	0.0000	2.1800	0.7510	0.3606	NaN	NaN	NaN	303
33005	58.4833	10.9333	8043	0.0	7	0.0000	2.7700	0.6747	0.6250	NaN	NaN	NaN	743
33005	58.4833	10.9333	8043	0.0	8	0.0000	3.9400	1.0866	0.6816	NaN	NaN	NaN	742
33005	58.4833	10.9333	8043	0.0	9	0.0000	3.3900	0.7144	0.6910	NaN	NaN	NaN	720
33005	58.4833	10.9333	8043	0.0	10	0.0000	4.3100	1.2897	0.7660	NaN	NaN	NaN	1213
33005	58.4833	10.9333	8043	0.0	11	0.0000	4.1300	1.0667	0.6222	NaN	NaN	NaN	772
33005	58.4833	10.9333	8043	0.0	12	0.0000	5.4800	1.5969	1.3428	NaN	NaN	NaN	74
33008	57.5167	17.6167	8043	0.0	1	0.0000	4.9150	1.3877	0.8265	NaN	NaN	NaN	3089
33008	57.5167	17.6167	8043	0.0	2	0.0000	4.1090	1.0977	0.6642	NaN	NaN	NaN	2821
33008	57.5167	17.6167	8043	0.0	3	0.0000	4.0350	0.8547	0.6004	NaN	NaN	NaN	2729
33008	57.5167	17.6167	8043	0.0	4	0.0000	3.4840	0.7813	0.5335	NaN	NaN	NaN	2740
33008	57.5167	17.6167	8043	0.0	5	0.0000	3.4840	0.6364	0.4099	NaN	NaN	NaN	3514
33008	57.5167	17.6167	8043	0.0	6	0.0000	2.9410	0.6705	0.4347	NaN	NaN	NaN	3559
33008	57.5167	17.6167	8043	0.0	7	0.0000	3.1140	0.6767	0.4084	NaN	NaN	NaN	3082
